0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2016-05-10,8836.827,8635.872,8492.245,8453.455,8286.661,8542.769,8977.438,9952.969,10127.795,10347.678,10411.64,9295.993,9495.63,10009.867,10394.028,10661.19,10856.869,10907.202,11086.766,10280.931,10272.773,9764.882,8983.885,8595.577
2016-05-11,8267.832,7943.547,7837.129,8103.091,8008.306,8716.552,9066.112,9730.523,10029.796,10762.205,10654.027,9739.343,9777.182,10539.154,10593.982,10723.756,10671.235,10918.549,11041.423,10435.029,10348.734,9990.92,8795.341,8249.278
2016-05-12,7964.5,8183.465,7989.078,7896.761,8075.613,8293.941,8514.116,9774.369,10131.564,10599.747,10588.372,9464.153,9663.267,10144.452,10469.079,10621.231,11227.811,11209.951,10735.568,10491.874,10162.37,9673.246,8897.536,8569.92
2016-05-13,8610.01,8011.861,8138.928,8117.641,8021.348,8438.027,9111.229,9962.373,10189.621,10734.32,10572.104,9212.686,9602.747,9963.82,10191.606,10393.375,10298.771,10637.251,11161.46,10208.009,10075.237,9466.701,8831.167,8301.401
2016-05-16,6927.868,7043.474,7024.4,7011.262,7233.461,7796.361,8336.283,9124.957,9562.319,9983.887,10017.49,9047.034,9079.537,9703.373,10005.658,10149.922,10539.457,10547.17,10938.448,9934.198,9729.556,8969.686,8582.88,8000.507
2016-05-17,7606.184,7407.527,7543.091,7386.624,7644.419,8242.502,8668.926,9432.801,10016.411,10517.666,10485.586,9312.819,9232.758,9925.414,10292.419,10282.375,10517.624,10696.702,10956.695,10038.046,9854.782,9101.353,8473.777,8147.236
2016-05-18,7784.199,7640.541,7878.856,7525.908,7728.826,8130.066,8707.506,9598.45,10116.498,10862.028,10749.971,9633.629,9580.069,10156.838,10519.336,10663.797,11288.52,10928.491,11043.7,10289.191,10117.127,9583.199,8876.661,8389.506
2016-05-19,8167.195,7997.929,8042.212,7852.529,8100.302,8523.103,9036.261,10102.449,10619.685,11293.334,11160.874,10060.623,10191.349,10737.801,11061.547,11132.797,11201.562,11127.964,11320.34,10598.899,10550.229,10005.501,9516.359,8901.932
2016-05-20,8700.425,8396.282,8275.286,8138.116,8167.365,8558.263,9187.276,10252.174,10880.318,11237.448,11396.616,10510.415,10777.275,11226.639,11315.218,11268.056,11132.935,11071.094,11171.892,10623.478,10697.782,10450.287,10066.446,9329.126
2016-05-23,7509.78,7395.938,7450.285,7214.002,7430.598,8197.016,8605.107,9640.372,10103.456,10735.156,10450.003,9503.807,9510.911,10025.297,10366.102,10605.785,10799.251,10827.438,10742.553,10097.279,9985.938,9825.095,8946.976,8379.05
2016-05-24,8190.919,7983.134,8215.249,7837.004,7797.332,8120.152,8530.397,9558.546,10006.387,10622.558,10269.295,9221.835,9168.937,9518.936,9795.876,10070.93,11133.11,10640.83,10430.376,10103.321,9694.165,9227.85,8529.618,8002.632
2016-05-25,7551.448,7440.485,7269.125,7163.088,7215.314,7681.135,8240.349,9108.546,9346.221,9898.301,9731.962,9146.58,9115.485,9836.462,10136.098,10409.7,10719.966,10976.412,10961.053,10216.562,9906.679,9508.026,8780.41,8434.384
2016-05-26,8162.605,7831.775,7780.008,7815.425,7671.521,8026.891,8688.069,9708.373,10364.873,10844.302,10784.072,9897.996,9947.702,10333.714,10617.269,10697.23,10929.711,10878.372,10841.809,10408.9,10324.498,9801.918,9236.581,8481.05
2016-05-27,8311.421,8098.628,8058.571,7995.566,8180.991,8378.798,8871.701,9788.647,10384.25,11232.898,10961.66,10057.014,10227.806,10678.162,10913.817,10805.722,11016.009,10771.421,10487.741,10039.349,9971.465,9740.916,9015.73,8329.313
2016-05-30,7836.501,7191.539,7417.341,6991.782,7103.084,7355.925,8014.632,9085.394,9760.281,10356.385,10067.045,8955.112,9202.835,10452.779,9804.965,9906.191,10034.776,9980.616,10175.587,9781.411,9894.007,9730.584,9080.333,8465.625
2016-05-31,8525.211,8392.193,8447.709,8146.536,8261.534,8305.578,8820.653,10166.4,10794.493,11585.835,11246.547,10284.883,10805.214,11160.629,11244.983,11140.455,10775.689,10749.555,10956.167,10709.458,11063.454,10926.551,10422.689,9873.625
2016-06-01,9283.101,8946.168,8901.322,8573.56,8546.835,8638.426,9093.048,10198.727,11160.361,11732.634,11459.115,10904.641,11230.437,11601.497,11698.11,11477.252,11024.626,10740.168,11157.819,10950.343,11272.342,11465.364,11152.549,10577.007
2016-06-02,10081.509,9828.881,9622.386,9419.34,9365.521,9343.103,9934.606,10699.72,11756.593,12109.957,11931.124,11695.188,11993.519,12213.471,12218.592,12077.354,11451.071,11257.64,11549.988,11524.723,11945.024,12068.39,12004.018,11435.031
2016-06-03,11014.209,10566.25,10411.983,9989.234,9834.712,9518.995,9798.365,11240.147,12016.822,12414.717,12345.353,12217.638,12739.957,12952.789,12896.148,12421.728,11448.284,11265.287,11477.613,11413.85,12046.259,12154.11,11774.842,11152.599
2016-06-06,8786.786,8645.501,8479.893,8244.917,8198.555,8422.645,9025.308,10248.373,10908.685,11415.112,11048.2,10384.557,10591.486,10995.614,11291.095,11193.886,10799.766,10737.023,10856.871,10591.988,10886.606,10906.943,10464.254,9694.055
2016-06-07,9268.97,8992.613,8704.04,8522.134,8577.549,8620.175,9315.624,10470.641,11097.111,11783.787,11624.043,11036.463,11332.294,11619.089,11524.978,11143.37,10726.464,10429.538,10500.105,10189.274,10506.919,10131.152,9784.112,9094.243
2016-06-08,8785.222,8513.559,8461.589,8241.665,8315.314,8455.767,8921.99,10066.808,10618.719,11045.368,11121.771,10334.06,10511.44,10735.506,10743.84,10583.474,10441.577,10264.137,10439.677,10142.712,10194.032,9984.824,9245.582,8752.361
2016-06-09,8292.428,8172.904,8125.101,7946.554,8181.429,8361.868,8953.663,10157.723,10820.242,10722.257,11025.006,10354.179,10732.989,11169.886,11155.819,10952.805,10665.026,10467.492,10821.133,10498.583,10653.003,10485.896,10191.479,9176.887
2016-06-10,8959.536,8703.426,8697.97,8372.918,8468.97,8595.637,9144.389,10301.327,10689.156,11381.604,11150.701,10397.841,10700.366,11226.125,11360.279,11244.055,10905.471,10570.455,11049.491,10781.182,10958.087,10901.453,10654.897,9915.087
2016-06-13,9977.258,9636.788,9412.71,9168.128,8991.724,8934.791,9514.087,10611.853,11290.159,11310.625,11634.388,11426.474,11915.14,12161.067,12147.482,11639.482,11123.558,10847.954,11123.342,11299.788,12061.17,12255.87,12016.456,11392.24
2016-06-14,11461.088,10993.757,10598.35,10185.177,9928.611,9556.033,9994.627,11339.859,11989.532,12655.52,12488.739,12377.51,12921.604,13107.492,12878.775,12386.131,11521.569,11264.655,11739.348,12064.798,12862.242,13132.369,12810.732,12206.54
2016-06-15,11768.032,11250.541,10883.959,10454.829,10045.969,9917.654,10210.448,11409.413,12205.422,12782.667,12809.193,12725.897,13166.007,13517.07,13315.803,12605.43,12065.078,11371.396,11548.212,12005.689,12788.921,12966.381,12737.537,12269.319
2016-06-16,11902.636,11633.765,11133.661,10629.896,9392.913,8738.063,8631.229,10018.762,10725.837,10820.019,10698.015,9750.722,9867.28,10244.573,10411.731,10451.813,10220.878,10496.796,10624.623,10239.91,10329.292,9890.316,9401.667,8630.806
2016-06-17,8634.287,8464.589,8272.124,8090.197,8126.847,8387.425,8842.798,10037.832,10566.856,11196.073,11168.959,10470.178,10670.523,11146.506,11268.298,11253.748,10713.285,10691.025,10837.24,10661.634,10869.986,10831.61,10615.702,9727.381
2016-06-20,9370.578,9057.108,8837.1,8587.795,8438.937,8627.603,9137.661,10573.347,11305.28,11930.747,11932.3,11435.353,11964.208,12158.54,12001.281,11620.996,11145.738,10889.024,10992.747,11034.58,11461.496,11587.861,10927.675,10601.45
2016-06-21,9948.801,9656.766,9396.526,9155.175,9006.716,8871.393,9505.189,10877.067,11594.524,12162.231,12044.126,11522.927,12020.663,12394.378,12244.669,11725.825,11229.766,10994.487,11029.332,10916.507,11447.876,11638.543,11273.223,10520.614
2016-06-22,10182.373,9792.282,9502.734,9163.24,9046.254,9022.176,9497.288,10841.012,11449.222,11837.976,11783.518,11258.301,11607.837,11977.495,12003.142,11766.061,11074.442,10855.122,11015.774,11007.485,11436.839,11533.552,11110.136,10262.911
2016-06-23,9896.815,9506.755,9338.406,9019.332,8605.216,8771.526,9193.651,10232.206,10641.376,11062.17,10990.355,10317.362,10665.401,11172.206,11377.714,11286.577,10723.603,10459.109,10794.712,10751.747,11058.44,11053.564,10319.737,9613.996
2016-06-24,9099.578,8773.628,8881.805,8774.547,8755.314,8830.416,9326.362,10273.843,10598.146,11093.477,11069.96,10715.31,12152.84,11050.606,11120.869,10922.362,10633.378,10388.99,10701.302,10680.416,10766.969,10757.882,10741.557,10210.813
2016-06-27,9628.64,8953.835,8742.187,8364.025,8112.745,8333.63,8968.023,10166.362,10894.786,11366.264,11323.933,10693.805,10987.555,11278.969,11086.239,10831.977,10606.115,10555.418,10766.015,10959.346,11102.294,11300.494,10442.375,9734.16
2016-06-28,9639.075,9406.132,9279.854,8843.196,8645.267,8571.726,9115.147,10459.272,11107.344,11727.983,11561.462,10982.284,11252.479,11750.729,11774.195,11418.833,10754.378,10468.271,10585.576,10813.249,11045.269,11283.164,10842.79,9831.61
2016-06-29,9878.161,9572.483,9160.415,9048.37,8777.781,8636.622,9216.628,10475.691,11052.461,11450.923,11238.301,10478.699,10554.485,10648.305,11031.172,10693.763,10472.705,10319.998,10543.874,10632.86,10536.536,10721.729,10150.66,9482.119
2016-06-30,9025.692,8834.498,8555.999,8467.931,8228.445,8539.314,8845.143,9809.913,10160.132,10612.484,10636.13,9565.101,9471.696,10011.344,10232.655,10258.308,10039.997,10122.782,10369.054,9942.858,10090.684,10069.907,9793.085,9043.307
2016-07-01,8553.473,8548.98,8502.54,8192.048,8097.366,8182.254,8597.528,9995.687,10445.569,11130.779,11169.243,9957.143,10030.145,10416.492,10665.4,10667.099,10477.352,10524.084,10482.02,10411.211,10467.995,10399.895,9963.155,9236.744
2016-07-04,8705.252,8506.527,8277.905,8073.723,8101.841,8415.389,8884.145,10039.427,10740.952,11105.803,11221.48,10248.178,10351.325,10813.384,10968.315,10932.386,10692.555,10495.54,10663.891,10497.498,10812.307,10770.329,10577.761,9663.728
2016-07-05,9409.417,9159.319,8910.091,8863.361,8543.592,8587.291,8963.831,10062.862,10450.869,10718.45,10551.347,9479.644,9419.404,9754.83,10008.081,10184.943,10191.351,10430.735,10131.585,9827.915,9779.059,9255.204,8488.051,8001.932
2016-07-06,7728.758,7665.793,7610.948,7485.912,7449.213,7860.061,8398.883,9345.511,9823.176,10319.962,10037.467,8892.317,9019.256,9432.711,9640.294,9896.741,10123.736,10259.79,10382.279,9830.296,9669.644,9491.226,8845.417,7981.688
2016-07-07,7821.02,7685.362,7750.032,7634.503,7559.156,7939.097,8401.902,9497.787,10077.535,10641.882,10537.46,9432.105,9361.378,9858.888,10192.257,10306.301,10308.541,10349.147,10531.29,10173.446,10118.754,9725.076,9017.048,8450.635
2016-07-08,8314.818,8176.926,7986.696,7915.715,7860.49,8174.17,8632.244,9894.16,10557.415,10895.376,10594.788,9731.137,10247.061,10552.991,10843.991,10741.485,10319.565,10206.518,10581.211,10394.009,10641.505,10579.993,10214.297,9426.454
2016-07-11,10536.337,10262.537,10021.86,9712.262,9502.815,9218.774,9498.43,11067.367,11853.635,12542.194,12590.82,12175.837,12729.912,13050.609,12707.115,12326.884,11570.873,11214.351,11539.575,11830.489,12557.116,12923.561,12293.955,11468.438
2016-07-12,11082.07,10708.531,10383.394,10016.456,9631.596,9434.304,9396.276,10172.009,10497.261,11100.392,10517.685,9858.701,10129.913,10552.114,10692.258,10736.104,10402.096,10360.82,10706.481,10483.021,10743.608,10630.544,10238.696,9526.82
2016-07-13,9281.584,8982.532,8803.564,8756.067,8819.375,8748.496,9220.216,10352.266,10864.217,11474.097,11192.367,10176.6,10386.254,10697.54,10798.902,10765.561,10548.272,10432.6,10755.812,10419.065,10559.85,10515.265,9859.169,9023.642
2016-07-14,8989.42,8709.587,8551.445,8248.355,8096.135,8456.049,9059.215,10085.455,10655.616,11223.436,11084.487,10179.185,10285.024,10785.147,10940.362,10915.75,10705.81,10652.398,10983.655,10618.339,10644.592,10305.61,9723.388,8933.355
2016-07-15,8787.52,8624.237,8516.04,8355.496,8284.887,8498.961,8968.648,10194.115,10853.365,11631.162,11483.981,10706.207,11051.707,11392.326,11550.657,11457.292,10955.066,10807.112,11008.293,10897.892,11155.354,11389.843,10991.167,10212.749
2016-07-18,9945.605,9681.238,9422.007,9004.642,8734.771,8894.5,9438.145,11083.71,11918.231,12602.373,12611.68,12105.99,12590.164,12880.975,12673.858,12309.594,11540.001,11304.269,11780.744,11614.665,12169.655,12525.804,12237.023,11508.472
2016-07-19,10869.164,10277.293,9834.377,9615.032,9385.36,9257.45,9710.879,10748.767,11306.782,12066.843,12208.293,11717.847,12253.303,12677.134,12441.27,12154.717,11388.149,11077.126,11394.84,11178.512,11818.039,12120.571,11820.528,11172.199
2016-07-20,10786.743,10431.194,10139.59,9767.002,9614.163,9436.817,9629.255,10949.609,11458.617,12010.628,11828.861,12061.704,11756.836,12402.123,12293.922,11872.611,11190.622,11014.674,11243.842,11158.776,11644.846,11828.013,11525.454,10823.978
2016-07-21,10585.123,10125.395,9724.59,9655.019,9301.844,9292.93,9766.953,10898.953,11578.124,12140.554,12027.326,11525.802,11797.855,11904.597,11928.427,11638.951,11261.6,11029.008,11127.259,11001.377,11293.243,11227.343,10767.185,10024.008
2016-07-22,9823.056,9246.731,8953.957,8771.538,8504.535,8902.622,9196.042,10263.698,11072.959,11607.257,11519.833,11140.924,11439.091,11949.448,12003.629,11908.602,11189.746,11025.556,11301.784,11152.941,11684.38,11752.701,11131.033,10479.574
2016-07-25,9525.412,9301.526,8899.37,8819.179,8682.234,8913.642,9534.802,11058.207,11476.167,12362.695,12179.986,11719.987,12327.704,12633.781,12453.397,12121.742,11452.472,11221.997,11591.302,11673.637,12290.418,12577.614,12079.224,11290.599
2016-07-26,10733.727,10423.334,9999.427,9715.032,9389.14,9262.001,9702.256,11036.746,11738.622,12479.634,12164.336,11919.623,12608.605,12736.436,12739.068,12129.441,11533.926,11202.605,11565.695,11624.549,12319.587,12658.966,12320.208,11602.844
2016-07-27,11053.494,10703.356,10326.051,9808.944,9708.375,9338.111,9813.654,10792.68,11239.421,11811.847,11659.515,10632.207,11261.906,11105.293,10720.632,10557.359,10525.321,9935.718,9738.739,9582.203,9490.336,9139.008,8478.412,8003.286
2016-07-28,7039.251,6557.478,6223.788,6141.993,5689.685,5895.136,6036.493,6443.844,6956.19,7491.182,7600.06,7044.915,7269.283,7621.924,8125.553,8405.275,8899.491,9260.807,9374.548,9030.707,9029.416,8535.684,8042.151,7461.937
2016-07-29,7503.929,7327.412,7251.045,7141.418,7005.248,7523.906,8111.566,9031.832,9605.553,10201.091,10101.559,9184.707,9430.46,9775.111,10151.104,10194.441,10111.178,10348.79,10579.902,10041.547,9957.32,9603.69,8950.488,8300.245
2016-08-01,9108.821,8749.913,8682.283,8280.448,8203.465,8460.937,8937.482,10410.365,11035.244,11940.288,11992.05,11418.715,11671.92,12036.858,12203.431,11835.711,11152.99,10824.357,11165.258,11146.536,11763.16,12113.984,11437.859,10619.165
2016-08-02,10188.671,9845.702,9725.312,9294.659,9110.128,9017.888,9276.397,10806.696,11279.451,11945.535,11993.567,11664.437,11878.475,12537.705,12328.778,12047.104,11444.347,11185.775,11586.631,11683.155,12173.748,12324.582,11740.858,10438.122
2016-08-03,9343.359,9034.232,8577.788,8187.011,7675.209,8193.101,8388.036,9515.044,10261.572,10402.384,10430.203,9573.494,9708.062,10129.949,10350.234,10544.815,10548.355,10825.432,11075.508,10057.759,10201.995,9970.458,9374.258,8689.777
2016-08-04,8635.546,8341.398,8231.785,7942.632,7769.039,8354.531,8747.707,9795.706,10370.7,11031.663,10966.182,10078.986,10217.912,10685.864,10878.061,10742.176,10652.743,10645.716,11063.453,10486.255,10529.619,10267.798,9766.099,9083.751
2016-08-05,8828.599,8800.154,8504.331,8415.116,8222.434,8446.281,8884.848,9936.178,10412.769,11162.547,10600.189,9781.995,10014.567,10700.168,10842.949,10926.32,10675.723,10705.062,11002.862,10391.13,10476.225,10221.352,9680.638,9170.079
2016-08-08,9407.804,9041.446,8800.014,8607.883,8364.57,8690.914,9219.229,10561.168,11339.771,12017.017,11893.142,11360.022,11877.581,12194.668,12204.502,11940.274,11357.899,11137.975,11537.005,11459.335,12130.118,12377.918,11837.75,11017.154
2016-08-09,10598.207,10141.625,9863.295,9551.877,9322.044,9266.324,9676.727,10733.042,11479.602,12132.877,12058.472,11777.704,12375.136,12779.434,12589.698,12136.783,11375.184,11071.586,11640.541,11636.886,12252.609,12576.441,12127.94,11373.751
2016-08-10,10804.627,10533.923,10160.486,9732.697,9352.255,9188.453,9572.006,10583.348,11332.828,11851.354,11610.562,11019.929,11511.815,11758.958,11742.45,11464.619,11135.028,11094.828,11131.219,11167.671,11672.584,11695.471,11200.286,10373.463
2016-08-11,10060.595,9627.32,9440.66,9271.735,8941.434,8976.08,9208.725,10339.956,10933.614,10467.283,11480.255,10600.341,10660.505,10991.881,11073.536,11107.769,10770.857,10755.296,10596.75,10360.682,10548.472,10416.574,9874.839,9318.972
2016-08-12,8902.138,8609.947,8453.991,8320.125,8170.034,8502.064,8952.487,10180.959,10765.389,11498.95,11209.351,10422.673,10633.943,10984.658,11168.801,11110.837,10753.505,10642.115,10832.955,10403.074,10577.723,10423.845,9931.549,9284.801
2016-08-15,7315.349,7216.257,7057.596,7141.978,7015.551,7970.801,8354.287,9521.374,10152.077,10681.803,10772.438,9874.311,9947.572,10397.368,10690.012,11399.028,10509.663,10657.1,10622.292,9870.129,9961.121,9578.257,8867.4,8286.823
2016-08-16,8827.579,8770.89,8589.401,8662.294,8598.321,8930.562,9303.536,9192.928,9388.391,9878.156,9516.611,8651.818,8836.245,9233.53,9439.378,10250.769,10679.706,10588.338,10266.602,9842.531,9849.22,9293.936,8780.546,8147.273
2016-08-17,7922.757,7808.764,7697.987,7443.015,7440.366,8003.946,8444.529,9405.974,9770.081,10308.312,10040.269,9364.133,9317.439,9855.836,10150.849,10307.437,10364.913,10480.202,10425.779,10002.755,9849.662,9628.808,8850.317,8274.964
2016-08-18,7817.81,7754.042,7600.357,7558.716,7551.647,8141.868,8560.593,9587.295,10215.384,10666.789,10980.997,9949.178,10039.87,10485.013,10723.545,10952.826,11051.921,10658.079,8936.104,9102.572,9262.618,8831.078,8455.823,7734.504
2016-08-19,7367.919,7312.304,7263.072,7118.351,7176.355,7743.229,8342.867,9108.262,9568.709,9722.245,9275.699,8075.587,7802.159,7758.6,8080.019,8536.961,9166.506,9169.901,8930.853,8429.554,8204.387,7543.954,7249.231,6838.117
2016-08-22,7899.41,7659.526,7580.222,7540.006,7585.793,8192.508,8548.839,9664.133,9948.653,10613.336,10232.329,8979.782,9025.17,9494.646,9912.352,10073.004,10371.114,10712.337,10691.464,10008.545,9857.666,9396.111,8790.689,8155.993
2016-08-23,8039.422,7922.373,7855.792,7803.064,7797.447,8284.719,8649.202,9725.466,10317.644,10709.019,10723.153,9621.514,9605.747,10160.892,10446.688,10474.097,10631.883,10991.867,10952.996,10250.988,10297.165,9711.317,9127.393,8686.972
2016-08-24,8267.31,8050.537,7954.121,7795.572,7805.116,8464.976,8904.383,10092.098,10560.232,11268.547,11176.482,10134.327,10362.039,10941.928,11470.506,11024.193,10817.649,10887.968,11208.44,10627.792,10793.495,10574.696,9837.071,9179.87
2016-08-25,8749.778,8636.133,8600.537,8252.081,8209.303,8649.452,8958.459,10265.65,10925.886,11532.443,11400.493,10655.879,10966.463,11477.818,11613.769,11428.582,11143.637,11083.167,11323.791,11043.748,11422.105,11426.379,10788.018,10077.472
2016-08-26,9754.273,9504.126,9270.967,8854.896,8683.316,8860.034,9201.52,10338.979,11006.741,11868.29,11953.63,11352.177,11673.102,12015.907,11816.973,11515.994,11252.325,11190.45,11158.869,10868.519,11179.499,11058.518,10665.69,10019.314
2016-08-29,7438.41,7388.897,7397.083,7223.918,7224.669,8028.519,8638.57,9638.013,9952.135,10434.739,10443.997,9315.189,9248.802,9720.13,10132.42,10245.941,10365.747,10651.31,10703.933,9805.806,9597.627,9247.162,8557.186,7980.814
2016-08-30,7917.662,7957.586,7838.697,7733.777,7668.551,8720.126,8647.585,9616.578,10208.687,10782.496,10818.755,9549.61,9633.746,10126.264,10538.783,10565.839,10624.871,10910.81,10710.698,10264.568,10287.634,9943.468,9299.612,8414.305
2016-08-31,8357.945,8086.515,7982.364,7902.317,7871.721,8396.465,8786.793,9938.314,10450.488,10960.732,11059.304,10128.545,10295.076,10763.002,11029.793,10969.917,10922.903,11058.103,11105.43,10689.84,10764.588,10618.421,10054.793,9179.5
2016-09-01,8928.124,8569.269,8143.555,8092.596,8138.038,8522.026,8814.394,9842.546,10508.681,11074.455,11061.608,10315.389,10669.229,11113.779,11204.448,10901.982,10556.141,10771.311,10489.825,9978.55,9829.08,9483.039,8733.475,8133.943
2016-09-02,7878.741,7789.153,7675.019,7104.557,7312.277,7290.934,7285.935,7370.971,7482.969,7953.087,7929.999,7959.453,7610.107,7768.496,7915.906,7979.467,8163.398,8789.295,8971.943,8593.196,8695.562,8811.213,8091.386,7658.361
2016-09-05,8538.517,8283.224,8106.233,8003.759,7950.968,8488.253,8916.746,10075.801,10895.604,11693.488,11539.635,10686.201,10967.65,11288.226,11331.154,11261.892,11217.263,11445.702,11064.491,10663.465,10719.632,10362.926,9840.971,9096.705
2016-09-06,9212.065,8793.974,8424.563,8293.824,8371.916,8818.464,9030.291,9711.002,10102.156,10434.675,10409.181,9528.78,9653.405,10213.151,10506.047,10709.878,11110.889,11520.765,11055.5,10498.148,10372.546,9928.625,9104.656,8812.272
2016-09-07,8425.123,8326.115,8246.255,7998.191,8058.3,8745.474,9062.479,10059.89,10496.648,10833.836,10697.481,9597.722,9725.319,10490.754,10615.468,10776.722,11097.839,11526.536,10960.021,10377.564,10267.416,9757.303,9035.438,8501.979
2016-09-08,8225.071,8004.826,7986.838,7902.474,7902.788,8646.519,8986.429,9948.099,10385.666,10783.146,10656.306,9810.464,9877.629,10246.709,10480.344,10637.968,10862.351,11280.069,10894.272,10289.268,10258.332,9731.994,9129.079,8470.619
2016-09-09,8283.299,8187.299,8119.163,7950.66,8025.245,8763.158,9068.21,10169.335,10733.839,11186.613,11064.365,10303.364,10390.393,10888.426,11116.955,11155.136,11243.202,11414.008,11166.125,10718.872,10789.356,10552.01,9938.022,9249.904
2016-09-12,7000.82,6928.386,6804.157,6925.846,6986.023,8008.515,8472.991,9327.094,10142.965,10446.297,10196.033,9173.61,9149.553,9762.625,10085.836,10317.479,10699.809,11454.984,10817.245,9806.861,9533.643,8953.19,8433.077,8053.804
2016-09-13,7789.281,7731.481,7740.606,7446.933,7556.569,8196.889,8704.291,9424.296,9883.771,10540.495,10442.249,9288.062,9250.319,9948.979,10302.391,10340.999,10845.801,11488.646,10885.572,10049.55,9860.407,9487.373,8790.614,8277.189
2016-09-14,7804.025,7626.07,7573.352,7443.026,7566.968,8304.368,8567.55,9796.429,10367.749,10855.47,10970.366,9784.976,9896.242,10421.211,10776.811,10705.583,10962.836,11252.249,10662.647,9965.25,10025.957,9708.312,9098.183,8364.071
2016-09-15,8435.747,7978.095,7991.614,7781.048,7990.604,8457.433,8608.139,10082.529,10549.802,11192.843,11114.897,10423.66,10334.096,11004.252,11075.358,11150.688,10965.261,11078.735,10660.745,10165.283,10561.549,10620.757,10357.172,9192.345
2016-09-16,8750.483,8445.067,8347.87,8163.588,8250.701,8624.748,8833.787,10012.797,10696.36,11147.688,11190.432,10262.947,10587.698,10863.41,11076.495,11011.216,11109.918,11450.172,10942.261,10652.95,10832.333,10478.987,9709.078,9150.95
2016-09-19,8460.438,8206.507,8085.257,7910.554,7911.825,8609.103,8819.892,10211.9,10841.7,11388.068,11159.98,10433.38,10534.879,10984.199,11016.698,11055.42,11190.909,11467.942,10973.162,10700.368,10803.281,10600.045,9861.263,9210.474
2016-09-20,8635.606,8564.861,8401.734,8181.576,8199.023,8593.769,8866.207,10086.044,10686.554,11166.791,11006.082,10194.882,10331.726,10634.082,10828.725,10828.309,11139.226,11587.291,10580.049,10291.595,10352.946,10058.29,9411.086,8719.407
2016-09-21,8536.376,8250.049,8033.153,7935.952,7914.616,8467.557,8726.386,9839.083,10214.754,10705.389,10544.762,9800.22,9970.804,10456.258,10632.456,10655.732,10820.253,11358.701,10692.526,10369.107,10280.751,9933.517,9245.486,8383.546
2016-09-22,8457.516,8505.763,8074.218,7891.287,7688.857,8429.363,8729.646,9650.539,10106.825,10633.097,10816.351,10022.353,10065.602,10536.537,10654.738,10740.941,11030.259,10983.041,10634.012,10164.34,10099.118,9662.345,9023.857,8473.257
2016-09-23,8215.383,8023.777,7942.845,7805.9,7797.791,8333.942,8552.826,9089.752,10095.614,10435.621,10623.324,9605.709,9594.912,10087.748,10409.719,10416.345,10896.965,11415.292,10446.822,9892.48,9732.867,9415.668,8806.652,8246.712
2016-09-26,7356.368,7109.679,7086.788,7110.896,9019.642,8082.028,8525.03,9760.115,10442.9,11105.169,10926.847,9945.767,10021.307,10726.172,10808.071,10868.33,10999.595,12120.603,11100.44,10645.549,10399.182,10181.313,9459.065,8694.516
2016-09-27,8545.801,8395.915,8319.421,7977.61,8023.941,8623.47,8989.871,10095.843,10541.578,11246.621,11137.664,10373.806,10690.539,11139.717,11283.805,11269.373,11280.633,12106.941,11503.274,11076.206,11287.305,11163.652,10679.65,9724.614
2016-09-28,9105.813,8789.183,8686.478,8434.785,8452.411,8838.185,9099.807,10412.367,10995.267,11444.5,11439.237,10658.245,10754.61,11430.97,11475.266,11351.157,11428.217,12051.424,11131.603,10951.17,11220.707,10873.582,10236.931,9578.945
2016-09-29,9214.448,8969.408,8865.606,8669.928,8525.261,9008.04,9049.785,10179.577,10893.069,11356.789,11166.587,10392.427,10783.012,11167.828,11327.647,11267.516,11267.91,11946.398,11107.143,10873.18,11188.318,11017.968,10417.917,9672.465
2016-09-30,9055.062,8730.665,8584.3,8296.689,8189.65,8506.164,8668.533,9693.599,10128.026,10558.912,10593.192,9699.141,10245.584,10676.204,10721.196,10839.973,10804.428,11744.51,10849.0,10210.44,10191.518,9773.211,9298.605,8593.332
2016-10-03,7495.041,7449.708,7358.65,7283.863,7400.383,8151.54,8479.283,9651.515,10276.112,10856.495,10978.033,9873.625,9896.552,10492.76,10704.856,10811.024,11148.607,11954.948,10688.695,10301.873,10379.628,9877.659,9389.887,8710.497
2016-10-04,8535.026,8352.493,8126.324,8158.147,8081.796,8700.378,8962.084,10184.927,10521.775,11050.715,11038.511,10159.572,10403.448,10694.909,10999.523,10863.858,11123.949,11863.088,10939.656,10503.918,10468.335,10107.19,9441.459,8829.285
2016-10-05,8616.102,8372.821,8285.74,8225.253,8248.494,8819.185,8964.69,10041.491,10507.121,10671.641,10605.87,9458.581,9493.166,10035.36,10326.508,10470.725,10823.437,11978.162,10519.01,10031.121,10133.588,9539.54,8907.421,8542.467
2016-10-06,8011.928,7978.003,7877.864,7700.071,7632.112,8431.341,8761.331,9868.11,10363.203,10657.175,10519.891,9548.57,9943.106,10460.723,10703.863,10771.232,10726.504,11842.32,10397.204,10033.893,9976.13,9567.373,9098.816,8363.277
2016-10-07,8136.504,7737.921,7923.488,7875.739,7864.848,8347.885,8558.136,9415.027,9820.665,10689.331,10844.251,9819.781,9958.815,10477.79,10668.356,10684.876,10857.365,11810.333,10482.598,10085.989,9981.956,9670.985,9207.523,8919.762
